portfolio,agency,program,scheme,value12_13,diff_percent,difference,value13_14,value14_15,value15_16,value16_17,source
Department of Homeland Security,Immigration and Customs Enforcement,Immigration and Customs Enforcement,Federal law enforcement activities,5741000,,-678000,5063000,5201000,5036000,5149000,
Department of Homeland Security,Immigration and Customs Enforcement,Immigration and Customs Enforcement,Federal law enforcement activities,255000,,141000,396000,484000,348000,348000,
Department of Homeland Security,Immigration and Customs Enforcement,"Automation Modernization, Immigration and Customs Enforcement",Federal law enforcement activities,65000,,-63000,2000,21000,50000,52000,
Department of Homeland Security,Immigration and Customs Enforcement,Construction,Federal law enforcement activities,20000,,-17000,3000,2000,5000,8000,
Department of Homeland Security,Customs and Border Protection,Customs and Border Protection,Agricultural research and services,0,,0,0,0,0,0,
Department of Homeland Security,Customs and Border Protection,Customs and Border Protection,Federal law enforcement activities,9089000,,121000,9210000,9742000,9848000,10051000,
Department of Homeland Security,Customs and Border Protection,Customs and Border Protection,Federal law enforcement activities,1082000,,396000,1478000,1496000,1547000,1571000,
Department of Homeland Security,Customs and Border Protection,"Automation Modernization, Customs and Border Protection",Federal law enforcement activities,388000,,-52000,336000,332000,346000,352000,
Department of Homeland Security,Customs and Border Protection,"Construction, Customs and Border Protection",Federal law enforcement activities,627000,,-347000,280000,652000,402000,481000,
Department of Homeland Security,Customs and Border Protection,"Border Security Fencing, Infrastructure, and Technology",Federal law enforcement activities,418000,,140000,558000,348000,372000,357000,
Department of Homeland Security,Customs and Border Protection,"Air and Marine Interdiction, Operations, Maintenance, and Procurement",Federal law enforcement activities,524000,,126000,650000,428000,452000,440000,
Department of Homeland Security,Customs and Border Protection,Payments to Wool Manufacturers,Other advancement of commerce,12000,,3000,15000,15000,15000,15000,
Department of Homeland Security,Customs and Border Protection,International Registered Traveler,Federal law enforcement activities,5000,,29000,34000,35000,36000,37000,
Department of Homeland Security,Customs and Border Protection,Pima Cotton Trust Fund,Other advancement of commerce,0,,0,0,0,0,0,
Department of Homeland Security,Customs and Border Protection,Electronic System for Travel Authorization,Federal law enforcement activities,38000,,29000,67000,55000,57000,57000,
Department of Homeland Security,Customs and Border Protection,"Refunds, Transfers, and Expenses of Operation, Puerto Rico",General purpose fiscal assistance,0,,0,0,0,0,0,
Department of Homeland Security,Customs and Border Protection,"Refunds, Transfers, and Expenses of Operation, Puerto Rico",General purpose fiscal assistance,0,,0,0,0,0,0,
Department of Homeland Security,Customs and Border Protection,"Refunds, Transfers, and Expenses of Operation, Puerto Rico",General purpose fiscal assistance,121000,,6000,127000,99000,100000,101000,
Department of Homeland Security,Customs and Border Protection,"US Customs User Fees Account, Excess Inspection Fees (1994-1997)",Federal law enforcement activities,0,,0,0,0,0,0,
Department of Homeland Security,Customs and Border Protection,"US Customs Refunds, Transfers and Expenses, Unclaimed and Abandoned Goods",Federal law enforcement activities,3000,,1000,4000,4000,5000,5000,
Department of Homeland Security,United States Coast Guard,Port safety development,Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Retired Pay,Water transportation,1301000,,260000,1561000,1449000,1557000,1642000,
Department of Homeland Security,United States Coast Guard,Coast Guard Housing Fund,Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Operating Expenses,Defense-related activities,587000,,-270000,317000,533000,345000,357000,
Department of Homeland Security,United States Coast Guard,Operating Expenses,Pollution control and abatement,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Operating Expenses,Water transportation,6279000,,-797000,5482000,6885000,7228000,6661000,
Department of Homeland Security,United States Coast Guard,Environmental Compliance and Restoration,Pollution control and abatement,12000,,4000,16000,15000,12000,13000,
Department of Homeland Security,United States Coast Guard,Reserve Training,Water transportation,124000,,18000,142000,110000,113000,115000,
Department of Homeland Security,United States Coast Guard,"Acquisition, Construction, and Improvements",Defense-related activities,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,"Acquisition, Construction, and Improvements",Water transportation,1253000,,384000,1637000,1575000,1551000,1351000,
Department of Homeland Security,United States Coast Guard,"Acquisition, Construction, and Improvements",Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Alteration of Bridges,Water transportation,53000,,-12000,41000,0,0,0,
Department of Homeland Security,United States Coast Guard,"Research, Development, Test, and Evaluation",Water transportation,21000,,18000,39000,23000,21000,20000,
Department of Homeland Security,United States Coast Guard,"Medicare-eligible Retiree Health Fund Contribution, Homeland Security",Water transportation,262000,,-60000,202000,187000,184000,186000,
Department of Homeland Security,United States Coast Guard,Supply Fund,Water transportation,-7000,,28000,21000,0,0,0,
Department of Homeland Security,United States Coast Guard,Yard Fund,Water transportation,7000,,32000,39000,0,0,0,
Department of Homeland Security,United States Coast Guard,Offshore oil pollution compensation fund,Pollution control and abatement,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Pollution fund,Pollution control and abatement,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Deepwater port liability fund,Pollution control and abatement,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Boat Safety,Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Boat Safety,Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Boat Safety,Water transportation,5000,,0,5000,5000,5000,5000,
Department of Homeland Security,United States Coast Guard,Boat Safety,Water transportation,113000,,28000,141000,118000,108000,109000,
Department of Homeland Security,United States Coast Guard,Trust Fund Share of Expenses,Pollution control and abatement,45000,,0,45000,45000,46000,47000,
Department of Homeland Security,United States Coast Guard,Maritime Oil Spill Programs,Pollution control and abatement,363000,,1000,364000,308000,105000,101000,
Department of Homeland Security,United States Coast Guard,General Gift Fund,Water transportation,2000,,-2000,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Miscellaneous Trust Revolving Funds,Water transportation,1000,,-1000,0,0,0,0,
Department of Homeland Security,United States Coast Guard,Miscellaneous Trust Revolving Funds,Water transportation,0,,0,0,0,0,0,
Department of Homeland Security,National Protection and Programs Directorate,Office of Health Affairs,Disaster relief and insurance,137000,,68000,205000,200000,173000,138000,
Department of Homeland Security,National Protection and Programs Directorate,United States Visitor and Immigrant Status Indicator Technology,Federal law enforcement activities,321000,,54000,375000,234000,0,0,
Department of Homeland Security,National Protection and Programs Directorate,Federal Protective Service,General property and records management,-24000,,22000,-2000,25000,26000,25000,
Department of Homeland Security,National Protection and Programs Directorate,Infrastructure Protection and Information Security,Defense-related activities,922000,,319000,1241000,1346000,1215000,1242000,
Department of Homeland Security,National Protection and Programs Directorate,National Protection and Programs Directorate,Disaster relief and insurance,48000,,1000,49000,71000,67000,68000,
Department of Homeland Security,National Protection and Programs Directorate,Biodefense Countermeasures,Health care services,219000,,63000,282000,45000,0,0,
Department of Homeland Security,Federal Emergency Management Agency,Flood Hazard Mapping and Risk Analysis Program,Disaster relief and insurance,152000,,-45000,107000,125000,129000,101000,
